,1-closest-defender-distance,1-closest-defender-speed,1-closest-defender-x,1-closest-defender-y,2-closest-defender-distance,2-closest-defender-speed,2-closest-defender-x,2-closest-defender-y,3-closest-defender-distance,3-closest-defender-speed,3-closest-defender-x,3-closest-defender-y,4-closest-defender-distance,4-closest-defender-speed,4-closest-defender-x,4-closest-defender-y,5-closest-defender-distance,5-closest-defender-speed,5-closest-defender-x,5-closest-defender-y,gameId,playId,week,xyac_nflfastR,y,yac
0,1.081711606667879,7.94,-0.2599999999999909,-1.0500000000000043,6.231564811506023,5.31,6.180000000000007,-0.8000000000000043,11.12004046755227,5.58,-0.030000000000001137,-11.120000000000005,15.567559217809325,6.57,9.670000000000002,-12.200000000000003,15.95659424814707,6.73,2.230000000000004,-15.800000000000004,2018090600,75,1,3.515881661951425,50.13,2.0
1,0.5239274758971877,8.03,-0.509999999999998,0.120000000000001,4.518074811244278,8.51,2.490000000000002,3.7700000000000014,8.013114251026252,6.47,-7.32,3.2600000000000016,20.424690940134198,3.08,-12.119999999999997,16.44,21.7833996428473,2.76,-18.979999999999997,10.690000000000001,2018090600,190,1,5.718960710830287,8.7,9.0
2,0.6020797289396193,7.34,0.5100000000000051,-0.3200000000000003,7.777120289670211,5.95,2.940000000000005,-7.200000000000003,11.595145535955986,5.74,3.450000000000003,-11.07,19.30972811823098,6.5,12.160000000000004,-15.0,21.729855038632913,5.11,4.3500000000000085,-21.290000000000003,2018090600,320,1,4.152079041166871,49.42,0.0
3,6.7700886257123685,1.97,0.8999999999999986,6.709999999999999,14.780964109285973,5.66,8.630000000000003,12.0,14.834372248261802,7.69,6.549999999999997,13.309999999999999,15.625635987056656,6.33,10.020000000000003,11.989999999999998,25.68337983988868,6.6,18.340000000000003,17.98,2018090600,492,1,12.512436771299688,8.57,35.0
4,1.5358385331798396,6.97,-0.22000000000000597,1.5199999999999996,6.702148909118626,1.86,2.819999999999993,-6.080000000000002,9.883825170448942,5.41,-4.340000000000003,-8.88,10.76204906140089,1.83,10.759999999999991,-0.21000000000000085,11.249822220817531,7.13,9.559999999999995,5.93,2018090600,521,1,3.6086581221898086,18.01,1.0
5,0.6717886572427393,4.92,0.47000000000000597,0.4799999999999969,4.907728598853037,4.99,0.8700000000000045,-4.829999999999998,5.578826041381827,2.12,2.6300000000000026,-4.920000000000002,8.485287266793035,3.57,-5.75,-6.240000000000002,14.035259171101902,5.62,8.270000000000003,-11.34,2018090600,752,1,3.576131562222145,39.78,1.0
6,8.899578641711077,2.14,7.969999999999999,3.960000000000001,13.281505938710414,1.51,-13.0,-2.719999999999999,18.91059491396291,4.42,0.15000000000000568,-18.909999999999997,22.248617934604386,2.96,-18.93,-11.689999999999998,37.04490518276433,3.23,-2.6499999999999986,-36.949999999999996,2018090600,949,1,11.762343449277976,44.19,0.0
7,2.5947061490658307,7.21,2.5400000000000063,-0.5300000000000011,18.83835714705505,6.7,15.14,-11.21,19.664028071582894,4.47,19.560000000000002,-2.020000000000003,22.691363996022808,5.8,10.939999999999998,-19.880000000000003,26.79822755332897,5.13,23.35,-13.149999999999999,2018090600,992,1,7.59518565738108,49.24,2.0
8,0.3811823710509207,1.84,-0.38000000000000256,0.029999999999997584,6.433614847035839,4.19,4.829999999999998,4.25,10.933915126796984,5.06,10.839999999999996,1.4299999999999997,19.337882510761098,1.03,-19.11,2.9599999999999973,22.86916920222507,1.42,14.419999999999995,17.749999999999996,2018090600,1037,1,3.3140167060191743,16.87,0.0
9,0.5707889277132138,2.47,-0.030000000000001137,0.5700000000000003,5.091659847240386,3.66,1.6700000000000017,4.809999999999999,9.447925698268373,1.27,4.829999999999998,8.119999999999997,10.346385842408932,6.73,9.46,4.189999999999998,23.87494921460567,0.16,2.3399999999999963,23.759999999999998,2018090600,1061,1,3.8957767660031095,16.78,1.0
